tweetid	label
1198557443736907776	0
1201092041633157122	1
1194024963465830400	1
1199251593369137153	0
1201256444361875456	1
1196458530171015168	1
1191796825595891712	1
1195557540379025408	0
1188328663571415041	1
1195566648826220544	0
1199349166901563392	0
1194606248508956672	0
1199099867961974785	0
1188965542679347200	1
1195573046460981248	0
1195462405997903872	0
1195484455437242368	0
1199351881719517184	0
1202464094009217025	1
1191470374778736642	1
1189176784475918337	1
1199343006450507777	0
1199350043267883009	0
1196204873928388608	1
1200278926209224704	1
1199350903402369025	0
1195162844293152771	1
1195563171727233025	0
1195568579338485760	0
1188875102248673286	1
1202312499313270784	1
1199340840935546882	0
1199335054163398661	0
1199811730819276801	1
1195573415765315584	0
1199336346852175873	0
1194959440073699329	0
1199359208212197378	0
1199348384559058946	0
1190739114246709249	1
1199270340750299138	0
1199344522225803265	0
1194974361364684802	1
1195464629729865729	0
1199338537222647808	0
1195413797747474435	0
1200469033394540544	1
1190488119713435654	1
1195576123075153920	0
1199352132731887623	0
1187864289065033734	1
1199284886156333062	0
1185264362182729728	1
1190020293525430272	1
1190067409727606784	1
1199311129857662977	1
1195582354040995846	0
1194839467611193344	0
1201631960118038529	1
1195565025685102592	0
1199350780928647170	0
1197896484190138368	1
1188099814053027840	1
1188076833536925696	1
1200988669043183617	1
1199339960857321472	0
1187239429561356288	1
1197998084585926657	1
1199338573993926661	0
1198997771757522944	0
1202333265148948480	1
1194663035425693696	1
1199022992711286785	0
1194648826939920391	1
1199962628317007872	1
1194466663816712192	1
1195186687585869825	0
1199008821336854529	1
1193596208666812416	1
1195567089618182144	0
1200497528871030785	1
1192196983596863488	1
1191456878812913664	1
1201238315669823489	1
1199326088738017281	0
1199355934860034050	0
1201611344048508935	1
1200899550250094592	1
1201282378930565121	1
1146406193872683008	0
1199298040189931520	0
1195372649976696832	0
1186771514089234433	1
1195566963226865664	0
1195572339515314176	0
1191895765993566209	1
1186779433962823681	1
1188896048296669184	1
1189726862710362114	1
1188526506848468994	1
1197214291805515777	1
1195993980145750016	1
1199295087085121536	0
1196890850950668289	1
1199330361689477122	0
1195561416616341504	0
1195557564299141120	0
1191207663318663168	1
1199092977278185472	0
1194339163077787649	1
1195557975366045698	0
1199757709597380610	1
1195542880204578818	0
1191439204045049856	1
1197166695653097478	0
1199343225498030082	0
1199342274183753728	0
1199233140738416641	0
1199509642495373312	1
1197029920909733888	1
1199183044197916672	0
1199335731937890304	0
1188936336427778051	1
1186932630563897345	1
1199340295768305667	0
1195562963303690240	0
1199348633633615874	0
1199313676936843269	0
1195561050244091904	0
1187795008050647040	1
1195570099228295168	0
1195539016189456384	0
1195563933194706944	0
1198959275332251649	1
1192858739994484736	1
1195565560823721985	0
1199353130867134464	0
1199238808232964096	0
1195559381166772224	0
1190324379789352960	1
1194412400432353282	0
1195489852143259648	0
1199356954080092160	0
1195542355132084224	0
1199342945062674433	0
1195577875061018625	0
1199342066536337409	0
1195332654238822400	0
1195341253698715648	0
1199351186756898816	0
1199358930058711045	0
1195576868335960064	0
1195561902346293250	0
1185991094699470851	1
1201170745029611520	1
1195942164880080896	1
1202526494163009537	1
1199143950424129536	0
1200948549707419648	1
1196589273186746368	1
1195556191742640130	0
1195519604128452608	0
1199287090355286018	0
1199339693298438144	0
1196475508487180291	1
1188383928882610176	1
1192485765579587585	1
1186159741111853056	1
1195559694825402368	0
1195559207103324160	0
1196497937246949376	1
1192901389946687490	1
1194643157071400961	1
1194329195075080192	1
1199341371401748481	0
1195538409449836544	0
1195578008116948992	0
1199334313285668864	0
1195582269626421248	0
1195572281780637696	0
1200400083164028929	1
1194424838951063557	0
1199348464838045696	0
1199339117278060544	0
1202374991267946497	1
1201756974356074496	1
1195568764215058432	0
1185562267779289088	1
1195563904677511168	0
1197527251824365572	1
1199186147563450368	0
1195577197714714624	0
1186467456438755328	1
1191199543129526277	1
1199322803415265282	0
1199343836046090240	0
1195567228831379456	0
1185828068369338368	1
1199008611122524160	0
1190417448538976257	1
1199343225888112640	0
1186485996918992896	1
1199355631653621760	0
1190346477173784576	1
1186488731219292161	1
1199828511944531968	1
1191442255858434048	1
1191541311473500161	1
1198993528027828227	1
1192282895110606848	1
1195257504013283328	0
1195557161746731008	0
1188234040354181122	1
1199349764766289920	0
1199323629865095168	0
1195332084627320832	0
1195571511324794886	0
1200583200155820033	1
1201082507338436608	1
1197153628848558082	1
1199358058327085057	0
1186486038744592385	1
1195557869254561792	0
1199341347695513603	0
1199132177461460992	0
1191450597293199360	1
1195557048131436544	0
1193315741292007424	1
1199022046115708934	0
1199358425789894656	0
1197196281116008448	1
1195505765257293831	0
1185839683869270017	1
1199265157102415873	0
1193303131473555457	1
1195565518435966976	0
1199342802653462529	0
1186574231494107137	1
1199354615256485888	0
1200821025933611014	1
1199352774984523776	0
1195577144149233665	0
1195621417867329536	1
1188990549660975104	1
1197600761515008001	1
1195203292646793216	1
1195548654104465408	0
1195541965456248832	0
1195498862162649088	0
1189936620197351425	1
1187769242118049792	1
1192320847152738310	1
1195566000827035648	0
1195583285742768128	0
1195497218163322880	0
1199350368049782785	0
1199125324363173890	0
1190737140688326656	1
1195523139934908416	0
1195571353132208129	0
1199110989884645376	0
1193993819278237698	1
1190152350612242432	1
1185569847024873473	1
1199344513891717120	0
1191556081597599744	1
1188909493855277056	1
1195554460497580033	0
1199340964743041030	0
1194353925220159496	1
1195493731664723968	0
1195573396509282304	0
1194599549249216518	1
1195572583103696896	0
1199347418401320960	0
1199139225129631744	0
1197657703642009601	1
1195564382777774082	0
1192199144766681094	1
1199240688350703617	0
1190476813115547648	1
1197417604169617408	1
1199349225550729218	0
1192675366646755333	1
1200882191875465216	1
1199351158839685125	0
1193465058497646592	1
1185595204969082888	1
1198674089197686787	1
1190962960186978304	1
1199340128809844739	0
1195555600081604610	0
1189989966706827265	1
1195559291383615488	0
1198817139840471040	1
1195555130361499648	0
1201942216236646401	1
1199343503215489025	0
1188096760448598017	1
288505881186926592	1
1194667068957708288	1
1195022186861518848	0
1198330316651454464	0
1191840088466055168	1
1202729340590534656	1
1199872960800137216	1
1195560832027054080	0
1196349912943939586	1
1194947439712591875	1
1193220733855387648	1
1198995180302544896	0
1199342587632439300	0
1196189580711600128	1
1194633158525800448	1
1198834263539380224	0
1198745593193148416	1
1199355222113619970	0
1193278387789422592	1
1191631584291504128	1
1201489756552482816	1
1199763911656050688	1
1187855362587795457	1
1187032678610194433	1
1195556422907506688	0
1199349206428930048	0
1199357562409209858	0
1195580571763826691	0
1195523311733592064	0
1202322054764224513	1
1195544863137247233	0
1194047353134694403	0
1202298921780797440	1
1191210306120241152	1
1199341490637422593	0
1190723040310681601	1
1198993668897566720	0
1199354181653540865	0
1195490459457609728	0
1193043665502928896	1
1199250350089351168	0
1199773828777414656	1
1186529939601985536	1
1199316757493800960	0
1188774561623527429	1
1195575004244709376	0
1199328129539616768	0
1199339812072779782	0
1199345667786674181	0
1195568499843690496	0
1201476462613684224	1
1198762119094685696	0
1186816982038876160	1
1188489412415500290	1
1194062736315031552	1
1199327322194632704	0
1199145800577769474	0
1197080483768807425	1
1195591881012498432	1
1195561828908183552	0
1186138616008970240	1
1192788818732158976	1
1188706797013622785	1
1200169685125390336	1
1187515566862536709	1
1198415124723359745	1
1195375487045926912	0
1202610172331319296	1
1195525449599741953	1
1196889763585777664	1
1200422196767789056	1
1186056339283427328	1
1196588287563055105	1
1191448901540175872	1
1198674545244172288	0
1195553820161585153	0
1189286519300902912	1
1195560050623795202	0
1197874975274913794	1
1195556933253644288	0
1199303412317335553	1
1199152880349065218	0
1195433487286751232	0
1195518000520220672	0
1195569140548939776	0
1199353932046315521	0
1201934272019476483	1
1195037427003465728	1
1199340606788472844	0
1187649743935201280	1
1191730414102208512	1
1199324926739668992	0
1192427195987349505	1
1199349017559343104	0
1202491827581927426	1
1195561444215021569	0
1199062701986721792	0
1190128792964096000	1
1199339267165548547	0
1191851054691995648	1
1195580836260696064	0
1199166752594239489	0
1194392336421326848	1
1187335029774540800	1
1195569476265291776	0
1195814127718916096	1
1195565518708707328	0
1199345070312316931	0
1199343289993818113	0
1185695453486170112	1
1198334068112293888	1
1195581979489521665	0
1198987857651798016	0
1199333080848379904	0
1193981529275486208	1
1195560849626279936	0
1197373839526764544	1
1199352306464153602	0
1196838686593183744	1
1199327330411241473	0
1190494236191256576	1
1199150767858442240	0
1190945729721913345	1
1200541727498625024	1
1195362980822749185	0
1199349670692216833	0
1199317341072482304	0
1197890487253950466	1
1199049024570945536	0
1199314810418024448	0
1184960443955236865	1
1200083585874702336	1
1194692472938598401	1
1194307594757652480	1
1195569778288672769	0
1193709485241622531	1
1195537181692940289	0
1195569804654059520	0
1198809795308015616	1
1196141194960670721	0
1199352891980550149	0
1199669527568535553	1
1194411301260279808	1
1195500133577822210	0
1187967646588792832	1
1199269835797975041	0
1198969245524267015	1
1199344823502692352	0
1195505159880593408	0
1196310835779510273	1
1199044020808404993	1
1195563950110150656	0
1077044239756943366	1
1199298379395862528	0
1190672083208036353	1
1188529938573549568	1
1202315380116643840	1
1195237965133275136	0
1195045464267251715	1
1199348087392788480	0
1188226930237149184	1
1199323543344996353	0
1193126615829626880	1
1200362743737585664	1
1186580965742788608	1
1198440552976371712	0
1199096675463311361	0
1202273879231782915	1
1199355779888877568	0
1186149720751824902	1
1190810387064803329	1
1195555273722732544	0
1195561842564833280	0
1194409249750896640	1
1197604351134576640	1
1199357750528094209	0
1199341685806788609	0
1195515334763171840	0
1195576507160133632	0
1199345467886170112	0
1199356955451637761	0
1189671388812136450	1
1199248029674401792	0
1199043074971852801	0
1189140493957025792	1
1196060871811903488	1
1195572898787758080	0
1188617643781218306	1
1196410068348153858	1
1198696803715166209	0
1188470658814087168	1
1199204782520430592	0
1201462357039423489	1
1194979022075248641	1
1195480114701754368	0
1193581719129120769	1
1196528477626884096	1
1199026608952229889	0
1199305095223095297	0
1195728149037899776	1
1196086707860443137	1
1199354776460374021	0
1199191567015088128	0
1199317600490143744	0
1199341935535640584	0
1199351595730907137	0
1198719694343168002	0
1195562245893369856	0
1199346065805172739	0
1195574550127415296	0
1199309276566736901	0
1202353311212593152	1
1199349884001779712	0
1192946645706653696	1
1199351036017668096	0
1196976368904556545	1
1197595888568426496	1
1189581047677087746	1
1199354554304868354	0
1186004363459862531	1
1195440158411128832	0
1195079022662864897	1
1194096796194213891	1
1199339491363708934	0
1195566507222286337	0
1198976206294704130	1
1200941083968131074	1
1191620049632497664	1
1195578539313160193	0
1198997136244953089	1
1195560345026355200	0
1195564721929363456	0
1192811678364307456	1
1195540997331177472	0
1199349908878135296	0
1195221388887494656	0
1186385284281327616	1
1195568788277587968	0
1199051513513033735	0
1194368711114788864	1
1189233063001231363	1
1189607304603275264	1
1195556015070072832	0
1191150642930208768	1
1201295507907338240	1
1200048292706435072	1
1191972282824040448	1
1202573390076416000	1
1187559857961914368	1
1199317508907524098	0
1194735212581838849	1
1197913776915386369	1
1195486183972716544	0
1190865260913332224	1
1190249437244919811	1
1195558959496613888	0
1186134218759294976	1
1190676815184060416	1
1199349208131801088	0
1189274434449952770	1
1196710570684276736	1
1195447853965070337	0
1194026727837708288	1
1200039239515361281	1
1195581052280070149	0
1199125061518659584	0
1195583386397507584	0
1202499501283577856	1
1195544967076298753	0
1201171502848196608	1
1191885694769278976	1
1193527127385264128	1
1197897725427298309	0
1195524522264297472	0
1199206850778062848	1
1189203561705545729	1
1195552555306274818	0
1191810718473043968	1
1185969709113659396	1
1195576865571782657	0
1195580727527723008	0
1202054380641374208	1
1202074024592805890	1
1195558470868750336	0
1187365880767942658	1
1199343221328887808	1
1199327233644515328	0
1191871658962763786	1
1197463161844178950	0
1199354756608729088	0
1195558645125259264	0
1199345891355676684	0
1199265045458358272	0
1202338765424992257	1
1195545636311097344	0
1186002746853515264	0
1190989014473609218	1
1195557120156020737	0
1200110043653398530	1
1199340424978059264	0
1201916717305196544	1
1196808970062778368	1
1199348331840970752	0
1199339092233711621	0
1199335632104878080	0
1199340184153677825	0
1195567303406034944	0
1191205613985914885	1
1191430301593096195	1
1195117222613659656	1
1200639868537331712	1
1195571024525324288	0
1195531703361720320	0
1195484121369382913	0
1200367725429673984	1
1195562591730491392	0
1199349477699702784	0
1199272428502949888	0
1199355963830132737	0
1195549763845775360	0
1190967567344689152	1
1195180498810748929	1
1187868376863068160	1
1190858446737936385	1
1198986537758674944	0
1192273080468549633	1
1198928977127256064	1
1199348466343989248	0
1199348095974199298	0
1195567353104191488	0
1193766041337225216	1
1195560574936944640	0
1188955628695257088	1
1194015714656444416	0
1199330716661604353	0
1199320236354408450	0
1195878371982528513	1
1185399030689480704	1
1189970872486039557	1
1195559807622754309	0
1199358093089480712	0
1191163401994719233	1
1196510935441190913	1
1189329570060746752	1
1196240122724966401	1
1199348880149811200	0
1192470223028473857	1
1195580223024066561	0
1199340070097977347	0
1195551251246641157	0
1197195632521277441	1
1193977925676290054	1
1199343153544740865	0
1194000029163409408	1
1199349212628094976	0
1199343483841957889	0
1195552599648411648	0
1198077796129468416	1
1195578381494042624	0
1199342075751256064	0
1195444613806342144	0
1195569627130056704	0
1195225893280440320	0
1.20182E+18	1
1195559104179138560	0
1194022192419393537	1
1192069895279779840	1
1189816618689449984	1
1199343419547455489	0
1201547079849578496	1
1195526910236921856	0
1199155261434404864	0
1195574901224067075	0
1199309954626326528	0
1.19906E+18	1
1192577885456019462	1
1195120176749936641	1
1187435086200918017	1
1199345863622942727	0
1195557669341466625	0
1195571614638850049	0
1196502627116298243	1
1195514253584863232	0
1195349036263448580	0
1195366223179112448	0
1199337696717680640	0
1192306576469700608	1
1196264843226959872	1
1196085132693819393	1
1195573216456015872	0
1193973676917612546	0
1191311028090556416	1
1192475562683650049	1
1195559180586737664	0
1190488095625318400	1
1197988759154900992	1
1199348754140188672	0
1195581835679584256	0
1199060953020674050	0
1195086035736285185	1
1195564638068445184	0
1190604220686311424	1
1186416927918440448	1
1195580166988275712	0
1194670332189261824	1
1195410006222495746	0
1192805516227035136	1
1195015341224669184	1
1188741566925430784	1
1199135926846251008	0
1185438813767602176	1
1194370774628474882	1
1195313230895300612	0
1200173184739414021	1
1191021530253287424	1
1195572264357548032	0
1195561216078491650	0
1200053740700454918	1
1195567901257822209	0
1196119174562635778	1
1199331189565378561	0
1193938680840425472	1
1199330235818246144	0
1195560682697056256	0
1202046377309560832	1
1199321417399054343	0
1197388524321984512	1
1195439530951790595	0
1190943197796687874	1
1194497386174767104	1
1200981700915785729	1
1199326871453872131	0
1194398221843349504	1
1195577715233046528	0
1194285657180581891	1
1190736158034149377	1
1195566016308404224	0
1193896217954201601	1
1193817284999024645	1
1199340108412936195	0
1194381738572566528	1
1199355284118032386	0
1195572366178476032	0
1201670325366411266	1
1195166228601393152	1
1199203811925073920	0
1199171459307966465	0
1198985023308865537	0
1198120119085481984	1
1195573021353926656	0
1195578564705304577	0
1195581433059926016	0
1195536901572157440	0
1199072026209738752	0
1195564848555397120	0
1199313847452151808	0
1202171400880115712	1
1199345693032214528	0
1199246655226368003	0
1195574893435392001	0
1199070692932751360	1
1199292062446891012	0
1195551663320227840	0
1198247404778246144	1
1199345287145197570	0
1195584594755694592	0
1194282336940154880	1
1199343434164604928	0
1197573664897716224	1
1195522051529797632	0
1197551939527069699	1
1199237139596267521	0
1188531763687112706	1
1202660834482147328	1
1198304155003056128	0
1185782663774425088	1
1195581483567796224	0
1199349258098532352	0
1195079939189379072	1
1199277713355345920	0
1199321996586299394	0
1188723714159890432	1
1195558545992740864	0
1193978016868777984	1
1199345247601381376	0
1199180775117205506	0
1199339627754078211	0
1191529203574853632	1
1189977081523761152	1
1199009172530114566	1
1186017633205768192	1
1195164599500312576	0
1199341953340428289	0
1192113670299492353	1
1199342120105963535	0
1198415057924894720	1
1195563017821282305	0
1199278197071847424	0
1189539895141961728	1
1192179085700665345	1
1067925092783583234	1
877646379681796096	1
1199352057683070976	0
1195531941321170944	0
1193436618385965056	1
1188927876474834944	1
1195524962968203264	0
1195563617233637377	0
1192140829349089280	1
1191906390777815040	1
1187504869697044480	1
1199346624838823949	0
1199354212775321601	0
1195487135819862016	0
1199349523124047872	0
1191111528147230720	1
1199348210252206081	0
1195503444792168449	0
1185695431398957056	1
1195230787257454594	0
1195584198267944965	0
1199299125579259904	0
1201284011668037632	1
1195577058912542721	0
1196895089051742213	1
1192541837770338308	1
1199212387628396551	0
1199447130357870593	1
1195575889611898880	0
1199348673613713411	0
1195280464669487106	1
1199184482034688000	0
1198671096628822016	1
1186416833655705600	1
1199347817006764032	0
1195516543255416833	0
1199199881702891525	0
1193679562024071169	1
1193200925290172417	1
1195530289360986112	0
1200173121845780480	1
1192875050300346369	1
1199351353291624452	0
1195482517328941056	0
1197414221991964673	1
1185759849386254336	1
1195563528876437505	0
1199336594236305411	0
1195514639985106945	0
1188861235460296707	1
1195576202943238144	0
1186725883777814528	1
1199328374017187840	0
1185672402036056069	1
1190583604130254848	1
1200227140177944576	1
1195575703531671553	0
1185660381710180352	1
1188584699574280192	1
1185613200986951680	1
1198668003929395201	0
1199156708607758336	0
1101898447161118722	1
1188448627498344448	1
1197257477529583616	1
1198733543985340417	0
1200208471599321089	1
1198059684655177728	1
1188793765080813568	1
1195564784202272768	0
1188494694394859521	1
1199174006764527616	0
1197648149885542401	1
1195563381412941824	0
1187797202732748800	1
1195335913456521216	1
1196818732900704256	1
1192678874578112512	1
1200506086777688064	1
1198983494204035073	0
1199340880416538629	0
1190320865059192833	1
1192420254162534400	1
1185749262681792514	1
1199297854243774464	0
1196892662554595328	1
1195571119534702592	0
1199282787288846336	0
1185772127049469952	1
1195571834428645377	0
1200088278768246785	1
1193626064247021570	1
1195579897344741376	0
1189058483066429441	1
1192536713912049664	1
1188594523208699904	1
1199348164471513088	0
1198718923035860992	1
1185905676280717315	1
1195417948015538176	0
1195462276830179334	0
1202219299915653120	1
1195576868046430209	0
1134217923843764224	1
1199355715053379584	0
1199133482657542145	0
1195548032886099968	0
1186652326334873606	1
1188047633765601280	1
1195528108436344832	0
1196964238952222721	1
1199088390693675014	0
1186500067642888192	1
1199337950690988035	0
1199348562498183177	0
1195571899776016385	0
1195448447589068800	0
1192940051694530561	1
1199304025352654850	0
1195557548322983936	0
1195554626239488000	0
1199343008480546818	0
1195451393655615493	0
1047871523187556354	0
1199352014762860544	0
1201867894705020930	1
1195558204824006656	0
1195561079386099712	0
1201306633537806336	1
1196700497887055872	1
1195555111378001920	0
1199314828462055424	0
1186011336133578752	1
1200921951381753856	1
1195561311251390464	0
1195549053611847680	0
1202245849570406400	1
1195027373814509568	1
1195565684752834561	0
1193717990572929025	1
1187998013203124225	1
1198957419906424835	0
1199337540408369153	0
1195575055259820032	0
1195126679951355905	0
1196124672464691201	1
1195787720196530176	1
1197173336192749568	1
1198949750307008513	0
1192106364727898115	1
1199112563847417856	0
1192570449382670336	1
1195186284920111104	0
1196416210067439616	1
1199346370978570241	0
1195376806469046272	0
1195570388312449024	0
1195446654335254528	0
1198348387969568769	0
1188282807484743680	1
1199003509443760128	0
1198935546770407429	0
1198827107465474053	0
1199350174289580033	0
1187163218713538560	1
1192904330560647169	1
1201834407344197634	1
1192604707912605701	1
1189587726313709569	1
1199348455585435649	0
1199311708021506053	0
1195554141352996864	0
1199355333170339840	0
1195480008501927938	0
1195493359940440065	0
1194808319468134401	0
1198948335731855360	1
1195568643301490689	0
1191091601122181123	1
1195571462091862016	0
1186472199147966464	1
1199307110456025088	0
1185855998734540800	1
1199238130999578624	1
1195570963418624000	0
1195425366875262982	1
1194723865634705410	1
1193917908042174464	1
1195574685335015424	0
1198618879276265473	0
1200334962173591553	1
1195351302827626496	0
1195468922469773312	0
1198730324332699649	1
1196889118367715328	1
1195558850478432256	0
1190057439854505984	1
1.18678E+18	1
1198874776338649088	0
1194265937790324736	1
1187959353728491520	1
1199350651005947904	0
1189692250604875781	1
1201372822016348161	1
1201327793134538753	1
1199340057934647296	0
1199290680855543809	0
1201273224270696448	1
1199271907889156096	0
1191789240759332866	1
1195453389271969792	0
1199347741471600641	0
1199353075682725889	0
1194415935890894848	1
1192212328621727746	1
1199350645364527105	0
1197187887193829377	1
1199345297639403520	0
1199027458269278208	0
1192237436622893056	1
1195416600129818624	0
1197520008890343424	1
1200162306669178881	1
1195571070058803201	0
1199335614275104768	0
1199211069354520577	0
1199356053046956032	0
1187566717192425472	1
1201461761783689221	1
1196854530023006208	1
1189807484455792640	1
1195365700396896256	0
1189904156410163201	1
1202282921643708417	1
1199290581702336512	0
1192271278725640193	1
1195566265873551360	0
1187147078365040642	1
1187781199235866624	1
1192439693012545538	1
1199357116831686656	0
1195378938639343616	0
1197345084833980416	1
1199296264946507777	0
1195575557225877504	0
1199354171318788098	0
1196527945608773636	1
1185840043426013185	1
1195577157902143491	0
1193235292234362885	0
1195377083293126657	0
1193705010502217728	1
1199249171326238720	0
1202742389359726597	1
1199306148840714240	0
1198815130244435970	1
1192709652649254912	1
1199353548162633729	0
1199345057410633728	0
1196435072905334785	1
1195388579540865024	0
1195413644189802497	0
1188706197567934464	1
1188839101790859265	1
1199163165063311360	1
1197012496617332736	1
1193990849169936384	1
1200597570575314944	1
1195565081985073152	0
1196099905070260225	1
1197498097762545664	1
1196518034208411648	1
1195564858449809408	0
1192245999135162368	1
1199346936110706689	0
1189771381141098497	1
1191110263518318592	1
1201345095154290688	1
1199353769529659393	0
1195575838676156416	0
1187213165395877888	1
1199355605158379520	0
1195550993561243651	0
1199009259062747136	1
1195339516447510529	0
1186377718134427659	1
1195407815688343553	0
1194752688178835457	1
1199354755451162625	0
1192513680933605376	1
1196845614438371328	1
1188916149561393152	1
1188945663591141376	1
1199336009852309504	0
1195559577619750912	0
1199232191387111424	0
1195572109696569344	0
1195403639298252800	1
1192499294248603649	1
1197916256768155648	1
1199106056099639296	0
1199343933618147331	0
1195079151922950144	0
1099989111673315329	1
1191135674461757446	1
1199356154410725376	0
1193630168293761024	1
1195559818364424192	0
1199282133895766023	0
1199322210730696709	0
1195573579443843072	0
1195520288408125440	0
1195772634383831040	1
1196211395034923008	1
1189360520857440256	1
1196619293162659840	1
1199344561966895114	0
1190330754179330048	1
1195381707576352768	0
1189787049978560512	1
1199338847462551553	0
1199227718602231808	0
1197688005114253313	1
1191197580757045248	1
1199347014976167938	0
1195555636458610688	0
1198934376337330181	1
1196105989025452032	1
1192462309014298625	1
1199357644995223554	0
1195570280548249600	0
1199331552892784641	0
1199319149786402818	0
1195578171111940096	0
1190707878782554113	1
1199005057028628480	1
1186663395375882241	1
1195658479702364160	1
1195980658192965635	1
1190348721252421638	1
1190522208059351040	1
1199357223115350017	0
1201550253905850368	1
1201635398813986816	1
1199346149578002435	0
1187888314885509120	1
1199330957037375488	0
1199342361907646473	0
1192226985734479872	1
1202365438220521472	1
1199344834584014849	0
1195127692938694656	1
1199303313004605443	0
1194972907828592645	0
1202307785775558656	1
1196303243296460800	1
1199347583270809601	0
1199339736004870152	0
1199346753759105024	0
1201986615905857537	1
1198943463758155781	0
1195614661036662784	1
1197641875219533826	1
1199414396612759552	1
1195568950035255296	0
1199357747692736514	0
1195583714362843136	0
1202729505535778816	1
1199308153889918977	0
1195585052215857152	0
1199002328507940865	0
1195343946559283205	0
1195505120819187713	0
1195554821685862400	0
1195513366292377600	0
1192569240919904257	1
1199295869436211201	0
1189074097327624192	1
1199343928694099971	0
1191188563234316290	1
1199338110942928896	0
1189564653631750144	1
1191948110269952000	1
1194249755746017282	1
1199354698547023872	0
1195559844415201285	0
1201036772060409857	1
1195371693776101376	0
1188930156246786049	1
